"URL","NAME"
"https://sm64romhacks.com/hacks/insanity_cauldron","Insanity Cauldron"
"https://sm64romhacks.com/hacks/invasion_gumba","Invasion Gumba"
"https://sm64romhacks.com/hacks/invisible_mario_64","Invisible Mario 64"
"https://sm64romhacks.com/hacks/isabelle_64_definitive_edition","Isabelle 64 Definitive Edition"
"https://sm64romhacks.com/hacks/isabelle_64","Isabelle 64"
"https://sm64romhacks.com/hacks/jabos_direct3d8_1.6","Jabo's Direct3D8 1.6"
"https://sm64romhacks.com/hacks/janja_mini_hack_pack_[pack]","Janja Mini Hack Pack [pack]"
"https://sm64romhacks.com/hacks/jeffs_ball_adventure","Jeff's Ball Adventure"
"https://sm64romhacks.com/hacks/jim_64_jim_road","Jim 64 Jim Road"
"https://sm64romhacks.com/hacks/jim_64","Jim 64"
"https://sm64romhacks.com/hacks/journey_through_the_music_hills","Journey through the Music Hills"
"https://sm64romhacks.com/hacks/jukebox_jackers","Jukebox Jackers"
"https://sm64romhacks.com/hacks/jump_man_lxiv","Jump Man LXIV"
"https://sm64romhacks.com/hacks/jump_mans_challenge","Jump Man's Challenge"
"https://sm64romhacks.com/hacks/jumping_over_it_with_nathaniel_bandy","Jumping Over It with Nathaniel Bandy"
"https://sm64romhacks.com/hacks/justins_pachinko","Justin's Pachinko"
"https://sm64romhacks.com/hacks/k-on!_64","K-ON! 64"
"https://sm64romhacks.com/hacks/kaizo_super_banjo-kazooie_64","KAIZO Super Banjo-Kazooie 64"
"https://sm64romhacks.com/hacks/kaizo_mario_64_2","Kaizo Mario 64 2"
"https://sm64romhacks.com/hacks/kaizo_mario_64_multiplayer","Kaizo Mario 64 Multiplayer"
"https://sm64romhacks.com/hacks/kaizo_mario_64","Kaizo Mario 64"
"https://sm64romhacks.com/hacks/kaizo_star_revenge_1","Kaizo Star Revenge 1"
"https://sm64romhacks.com/hacks/karl_land_64","Karl Land 64"
"https://sm64romhacks.com/hacks/katze_stuck_in_the_banger_music_64","Katze Stuck in the Banger Music 64"
"https://sm64romhacks.com/hacks/katze_stuck_in_the_inferno_64","Katze Stuck in the Inferno 64"
"https://sm64romhacks.com/hacks/katze_stuck_in_the_toilet_64","Katze Stuck in the Toilet 64"
"https://sm64romhacks.com/hacks/katze_and_the_zealous_escapism_64","Katze and the Zealous Escapism 64"
"https://sm64romhacks.com/hacks/katzekatzekatzekatzekatzekatzekatzekatze","KatzeKatzeKatzeKatzeKatzeKatzeKatzeKatze"
"https://sm64romhacks.com/hacks/kazes_warmup","Kaze's Warmup"
"https://sm64romhacks.com/hacks/king_boos_revenge_2","King Boo's Revenge 2"
"https://sm64romhacks.com/hacks/king_boos_revenge_x_free","King Boo's Revenge X FREE"
"https://sm64romhacks.com/hacks/king_boos_revenge_x","King Boo's Revenge X"
"https://sm64romhacks.com/hacks/kirby_goes_to_wendys_64","Kirby Goes to Wendy's 64"
"https://sm64romhacks.com/hacks/kirbys_kitchen","Kirby's Kitchen"
"https://sm64romhacks.com/hacks/kitty_castle","Kitty Castle"
"https://sm64romhacks.com/hacks/kitty_hill_64_ee","Kitty Hill 64 EE"
"https://sm64romhacks.com/hacks/kitty_hill_64","Kitty Hill 64"
"https://sm64romhacks.com/hacks/kraft_dinner_64","Kraft Dinner 64"
"https://sm64romhacks.com/hacks/lack_of_inspiration_64","Lack of Inspiration 64"
"https://sm64romhacks.com/hacks/lava_lava_lava_lava","Lava Lava Lava Lava"
"https://sm64romhacks.com/hacks/lavabounce_challenge","Lavabounce Challenge"
"https://sm64romhacks.com/hacks/lego_mario_is_real_64","Lego Mario is Real 64"
"https://sm64romhacks.com/hacks/leo_luster_64","Leo Luster 64"
"https://sm64romhacks.com/hacks/lets_storm_area_64!","Let's Storm Area 64!"
"https://sm64romhacks.com/hacks/lets_plant_a_tree","Lets Plant A Tree"
"https://sm64romhacks.com/hacks/light_dark","Light Dark"
"https://sm64romhacks.com/hacks/little_comets","Little Comets"
"https://sm64romhacks.com/hacks/little_dimension","Little Dimension"
"https://sm64romhacks.com/hacks/little_extremes","Little Extremes"
"https://sm64romhacks.com/hacks/little_worlds","Little Worlds"
"https://sm64romhacks.com/hacks/lonely_holidays","Lonely Holidays"
"https://sm64romhacks.com/hacks/lucys_levitation","Lucy's Levitation"
"https://sm64romhacks.com/hacks/lugs_delightful_dioramas","Lug's Delightful Dioramas"
"https://sm64romhacks.com/hacks/lugs_tiny_torture","Lug's Tiny Torture"
"https://sm64romhacks.com/hacks/luigi_before_the_egg_64","Luigi Before the Egg 64"
